# summary of local and remote events executed
# LP, local, remote, total
"4524", 507, 1509, 2016
"12500", 1, 0, 1
"32494", 1, 0, 1
"64203", 1, 10, 11
"24900", 462, 1512, 1974
"27209", 1, 1, 2
"28474", 442, 1399, 1841
"55888", 515, 1429, 1944
"20557", 1, 4, 5
"10648", 529, 1718, 2247
"56558", 1, 0, 1
"8516", 544, 1882, 2426
"42757", 1, 2, 3
"29242", 1, 10, 11
"43335", 1, 0, 1
"62525", 609, 1953, 2562
"39424", 652, 2257, 2909
"6144", 615, 1948, 2563
"37228", 480, 1445, 1925
"22267", 1, 0, 1
"64348", 1, 0, 1
"5231", 1, 7, 8
"47931", 1, 0, 1
"59912", 525, 1561, 2086
"32860", 1, 7, 8
"27513", 477, 1483, 1960
"5242", 1, 7, 8
"34230", 478, 1421, 1899
"64465", 454, 1318, 1772
"19582", 1, 0, 1
"47039", 534, 1615, 2149
"56898", 584, 1803, 2387
"11015", 1, 4, 5
"40126", 1, 0, 1
"34278", 498, 1459, 1957
"3296", 1, 43, 44
"62317", 1, 0, 1
"7458", 474, 1486, 1960
"28987", 374, 1051, 1425
"53836", 609, 1877, 2486
"62162", 1, 0, 1
"24499", 552, 1725, 2277
"32919", 1, 4, 5
"4412", 449, 1397, 1846
"56662", 1, 38, 39
"10456", 1, 0, 1
"52843", 1, 3, 4
"4556", 523, 1546, 2069
"56353", 587, 1796, 2383
"63087", 510, 1397, 1907
"55182", 427, 1223, 1650
"36014", 1, 7, 8
"47203", 1, 6, 7
"48824", 1, 1, 2
"47600", 417, 1122, 1539
"4846", 1, 4, 5
"23670", 1, 0, 1
"29893", 1, 18, 19
"56754", 500, 1634, 2134
"13710", 479, 1408, 1887
"36250", 580, 2130, 2710
"20876", 437, 1225, 1662
"37495", 1, 4, 5
"43560", 604, 1847, 2451
"27839", 1, 4, 5
"16499", 1, 12, 13
"5661", 1, 0, 1
"19401", 566, 1838, 2404
"21147", 1, 0, 1
"44907", 479, 1597, 2076
"53323", 527, 1526, 2053
"62845", 399, 1203, 1602
"36646", 1, 4, 5
"6544", 552, 1833, 2385
"5716", 1, 4, 5
"57984", 1, 0, 1
"15496", 1, 6, 7
"34546", 1, 8, 9
"31601", 487, 1582, 2069
"40466", 563, 1697, 2260
"24547", 582, 1779, 2361
"23073", 579, 1615, 2194
"63903", 491, 1652, 2143
"15531", 1, 13, 14
"54520", 1, 2, 3
"18572", 1, 0, 1
"60425", 477, 1311, 1788
"44683", 1, 4, 5
"49829", 1, 1, 2
"12123", 543, 1881, 2424
"50995", 1, 3, 4
"40386", 523, 1610, 2133
"48562", 503, 1526, 2029
"22415", 479, 1428, 1907
"64748", 1, 6, 7
"19683", 1, 5, 6
"13851", 1, 3, 4
"62028", 620, 2010, 2630
"8370", 1, 11, 12
"51720", 526, 1519, 2045
"49997", 1, 0, 1
"40498", 588, 1745, 2333
"57219", 420, 1204, 1624
"10006", 361, 989, 1350
"30497", 1, 40, 41
"58870", 507, 1491, 1998
"6820", 1, 0, 1
"58713", 1, 0, 1
"40047", 1, 3, 4
"32330", 1, 0, 1
"18263", 473, 1398, 1871
"60457", 491, 1334, 1825
"22047", 553, 1590, 2143
"32258", 623, 2025, 2648
"29532", 469, 1489, 1958
"59217", 1, 0, 1
"17547", 1, 3, 4
"2299", 1, 0, 1
"37340", 546, 1557, 2103
"17546", 1, 6, 7
"16580", 1, 2, 3
"324", 474, 1457, 1931
"19524", 1, 0, 1
"11658", 596, 2086, 2682
"28042", 465, 1348, 1813
"5486", 498, 1499, 1997
"30288", 1, 0, 1
"37185", 1, 0, 1
"46638", 458, 1215, 1673
"59642", 1, 2, 3
"51207", 551, 1644, 2195
"9993", 1, 0, 1
"49507", 427, 1308, 1735
"37212", 472, 1425, 1897
"45115", 608, 1849, 2457
"10354", 1, 0, 1
"549", 1, 9, 10
"23986", 544, 1639, 2183
"45203", 1, 0, 1
"18696", 1, 5, 6
"10938", 1, 8, 9
"7490", 495, 1523, 2018
"13261", 598, 1961, 2559
"14303", 631, 2221, 2852
"32820", 524, 1462, 1986
"39792", 395, 1194, 1589
"37184", 1, 0, 1
"29359", 1, 8, 9
"49319", 1, 0, 1
"32210", 596, 1944, 2540
"26762", 1, 6, 7
"52955", 1, 7, 8
"55215", 442, 1248, 1690
"57680", 1, 29, 30
"57315", 455, 1270, 1725
"18311", 501, 1451, 1952
"27529", 487, 1504, 1991
"45849", 1, 11, 12
"41722", 1, 13, 14
"65619", 591, 1722, 2313
"58177", 1, 20, 21
"42680", 1, 1, 2
"58902", 526, 1521, 2047
"24213", 1, 0, 1
"60280", 409, 1193, 1602
"52000", 1, 0, 1
"29003", 378, 1062, 1440
"23056", 574, 1604, 2178
"901", 507, 1450, 1957
"20215", 1, 0, 1
"13993", 1, 0, 1
"54445", 1, 0, 1
"22367", 456, 1383, 1839
"34807", 598, 1815, 2413
"53804", 592, 1841, 2433
"10038", 367, 1013, 1380
"26664", 615, 1907, 2522
"24336", 1, 30, 31
"35424", 1, 0, 1
"48796", 1, 0, 1
"19517", 1, 6, 7
"11804", 1, 3, 4
"6480", 521, 1752, 2273
"64864", 1, 100, 101
"53724", 551, 1743, 2294
"45300", 1, 1, 2
"25477", 439, 1308, 1747
"15948", 1, 6, 7
"6512", 536, 1793, 2329
"55977", 1, 0, 1
"27144", 516, 1423, 1939
"57535", 1, 6, 7
"17972", 1, 10, 11
"49155", 491, 1413, 1904
"2645", 1, 5, 6
"49304", 1, 0, 1
"17188", 420, 1212, 1632
"60409", 470, 1297, 1767
"39776", 388, 1181, 1569
"8179", 608, 1864, 2472
"20704", 1, 0, 1
"35590", 1, 8, 9
"42156", 1, 4, 5
"32114", 538, 1802, 2340
"38398", 537, 1534, 2071
"12251", 609, 2054, 2663
"38630", 1, 0, 1
"22350", 451, 1367, 1818
"36411", 682, 2424, 3106
"49990", 1, 5, 6
"5291", 1, 2, 3
"17484", 1, 0, 1
"13039", 1, 24, 25
"37260", 501, 1478, 1979
"8252", 1, 5, 6
"35134", 1, 8, 9
"6528", 542, 1810, 2352
"61561", 1, 3, 4
"60608", 1, 7, 8
"4460", 476, 1451, 1927
"24964", 501, 1595, 2096
"53820", 603, 1857, 2460
"45383", 1, 3, 4
"56120", 1, 17, 18
"38895", 494, 1421, 1915
"52397", 1, 7, 8
"47255", 1, 0, 1
"64529", 480, 1367, 1847
"7954", 467, 1576, 2043
"27064", 477, 1345, 1822
"8996", 495, 1681, 2176
"30751", 610, 1989, 2599
"4861", 1, 0, 1
"65368", 1, 1, 2
"22304", 1, 5, 6
"37244", 488, 1462, 1950
"55856", 498, 1403, 1901
"38911", 505, 1438, 1943
"21049", 1, 0, 1
"23889", 495, 1539, 2034
"54028", 1, 25, 26
"56418", 619, 1889, 2508
"32916", 1, 0, 1
"29332", 1, 2, 3
"24749", 1, 6, 7
"1863", 407, 1109, 1516
"13899", 1, 6, 7
"16275", 472, 1445, 1917
"44326", 1, 5, 6
"52401", 1, 2, 3
"30379", 1, 6, 7
"23770", 1, 9, 10
"34214", 470, 1404, 1874
"23630", 1, 1, 2
"47023", 518, 1591, 2109
"27657", 553, 1645, 2198
"64032", 566, 1829, 2395
"36106", 1, 33, 34
"55598", 1, 2, 3
"52072", 471, 1561, 2032
"24515", 563, 1740, 2303
"5764", 1, 0, 1
"42341", 513, 1853, 2366
"62115", 1, 0, 1
"65122", 610, 1899, 2509
"56989", 1, 0, 1
"28010", 451, 1317, 1768
"7714", 1, 0, 1
"25589", 497, 1402, 1899
"57379", 487, 1324, 1811
"17220", 436, 1242, 1678
"21172", 1, 4, 5
"10761", 596, 1861, 2457
"48838", 1, 1, 2
"22081", 1, 0, 1
"32194", 589, 1922, 2511
"14583", 1, 5, 6
"55079", 1, 1, 2
"4428", 457, 1409, 1866
"37187", 1, 453, 454
"23457", 453, 1373, 1826
"18544", 1, 5, 6
"52499", 1, 0, 1
"40754", 1, 0, 1
"16002", 1, 7, 8
"64994", 541, 1738, 2279
"3033", 462, 1175, 1637
"15730", 566, 2077, 2643
"7602", 556, 1656, 2212
"4764", 1, 11, 12
"12538", 1, 10, 11
"3337", 435, 1413, 1848
"40418", 540, 1644, 2184
"26361", 1, 11, 12
"50036", 499, 1698, 2197
"10376", 1, 9, 10
"24595", 609, 1839, 2448
"30429", 1, 8, 9
"6464", 512, 1732, 2244
"15082", 1, 1, 2
"59447", 627, 2095, 2722
"37885", 592, 1958, 2550
"26454", 495, 1598, 2093
"55138", 1, 20, 21
"56931", 601, 1842, 2443
"25352", 1, 0, 1
"28774", 1, 4, 5
"23473", 454, 1392, 1846
"52572", 1, 0, 1
"20041", 1, 7, 8
"25974", 423, 1246, 1669
"16098", 1, 16, 17
"7359", 1, 0, 1
"4238", 1, 0, 1
"20892", 446, 1241, 1687
"16504", 1, 2, 3
"22247", 1, 15, 16
"7025", 572, 2047, 2619
"8163", 593, 1843, 2436
"53692", 528, 1700, 2228
"40947", 507, 1420, 1927
"57042", 1, 1, 2
"5763", 1, 8, 9
"59767", 450, 1408, 1858
"13742", 502, 1443, 1945
"55495", 1, 1, 2
"33620", 446, 1399, 1845
"50314", 1, 4, 5
"1510", 649, 2080, 2729
"6745", 1, 0, 1
"45964", 523, 1715, 2238
"36950", 1, 0, 1
"29693", 551, 1655, 2206
"64048", 575, 1851, 2426
"32610", 427, 1297, 1724
"42658", 1, 0, 1
"33864", 1, 4, 5
"49236", 534, 1488, 2022
"42645", 1, 0, 1
"26878", 1, 0, 1
"39376", 618, 2172, 2790
"33960", 1, 0, 1
"9044", 522, 1750, 2272
"11532", 1, 6, 7
"42811", 1, 4, 5
"32479", 1, 0, 1
"29841", 1, 5, 6
"10632", 528, 1700, 2228
"30996", 1, 6, 7
"60377", 454, 1276, 1730
"34198", 460, 1393, 1853
"11754", 660, 2265, 2925
"44025", 580, 1878, 2458
"21140", 1, 3, 4
"22138", 1, 0, 1
"23857", 476, 1497, 1973
"30671", 566, 1879, 2445
"5768", 1, 9, 10
"45932", 503, 1669, 2172
"47869", 1, 0, 1
"16900", 495, 1325, 1820
"35704", 446, 1347, 1793
"14078", 1, 32, 33
"62718", 1, 0, 1
"28667", 543, 1609, 2152
"11722", 637, 2196, 2833
"9012", 504, 1700, 2204
"3333", 1, 2, 3
"40580", 1, 5, 6
"30009", 1, 0, 1
"51801", 568, 1594, 2162
"49324", 1, 7, 8
"47584", 416, 1115, 1531
"32507", 1, 6, 7
"49571", 449, 1362, 1811
"35556", 1, 24, 25
"19605", 1, 0, 1
"7300", 1, 5, 6
"59067", 1, 5, 6
"8067", 533, 1716, 2249
"37292", 517, 1508, 2025
"3931", 454, 1281, 1735
"16371", 511, 1525, 2036
"3081", 1, 4, 5
"27609", 527, 1595, 2122
"37653", 1, 0, 1
"46429", 370, 1066, 1436
"42983", 435, 1229, 1664
"57088", 1, 6, 7
"63374", 406, 1226, 1632
"57645", 1, 4, 5
"62603", 1, 2, 3
"31777", 573, 1774, 2347
"9028", 513, 1727, 2240
"62675", 1, 0, 1
"53983", 1, 0, 1
"22511", 525, 1528, 2053
"65587", 576, 1675, 2251
"52104", 488, 1611, 2099
"3625", 1, 4, 5
"35112", 1, 1, 2
"29229", 459, 1204, 1663
"24684", 1, 0, 1
"30969", 1, 40, 41
"18343", 519, 1481, 2000
"56240", 518, 1647, 2165
"8936", 1, 16, 17
"3779", 1, 0, 1
"43124", 1, 4, 5
"37106", 1, 0, 1
"31136", 484, 1404, 1888
"1398", 581, 1923, 2504
"22399", 467, 1405, 1872
"16884", 492, 1316, 1808
"2699", 1, 16, 17
"37869", 579, 1932, 2511
"60737", 1, 43, 44
"1798", 377, 1064, 1441
"46061", 587, 1853, 2440
"34489", 1, 0, 1
"22334", 442, 1349, 1791
"44713", 1, 5, 6
"1064", 1, 0, 1
"60153", 1, 1, 2
"26134", 494, 1374, 1868
"63919", 500, 1673, 2173
"13431", 1, 6, 7
"38414", 543, 1546, 2089
"56866", 560, 1760, 2320
"65184", 1, 0, 1
"40515", 594, 1766, 2360
"60144", 1, 9, 10
"61851", 507, 1759, 2266
"65216", 1, 0, 1
"2177", 1, 10, 11
"18603", 1, 7, 8
"45980", 536, 1735, 2271
"16804", 455, 1253, 1708
"25759", 1, 23, 24
"33508", 1, 0, 1
"15233", 400, 1108, 1508
"1142", 1, 0, 1
"22431", 487, 1450, 1937
"5470", 491, 1486, 1977
"61515", 619, 1937, 2556
"37987", 1, 1, 2
"63153", 1, 0, 1
"47616", 430, 1133, 1563
"14623", 476, 1574, 2050
"404", 513, 1542, 2055
"47364", 1, 11, 12
"10535", 472, 1594, 2066
"35920", 1, 0, 1
"23089", 1, 1, 2
"7353", 1, 2, 3
"40584", 1, 0, 1
"33829", 546, 1600, 2146
"49555", 441, 1347, 1788
"9173", 602, 1938, 2540
"59431", 620, 2074, 2694
"14098", 1, 0, 1
"48723", 588, 1706, 2294
"27335", 1, 3, 4
"44648", 1, 4, 5
"30558", 502, 1727, 2229
"46376", 1, 0, 1
"25727", 1, 1, 2
"2375", 564, 2036, 2600
"12869", 1, 5, 6
"9885", 1, 11, 12
"19882", 479, 1283, 1762
"28881", 1, 0, 1
"39857", 418, 1235, 1653
"45003", 537, 1702, 2239
"54718", 487, 1537, 2024
"23553", 490, 1459, 1949
"45851", 1, 2, 3
"26802", 1, 0, 1
"32226", 605, 1968, 2573
"16675", 397, 1156, 1553
"37533", 1, 0, 1
"1943", 437, 1159, 1596
"51843", 1, 4, 5
"59270", 507, 1817, 2324
"35912", 1, 7, 8
"45729", 1, 5, 6
"23617", 1, 0, 1
"40162", 1, 0, 1
"28522", 473, 1454, 1927
"22543", 545, 1563, 2108
"5582", 543, 1588, 2131
"53788", 582, 1819, 2401
"17479", 1, 5, 6
"43080", 479, 1298, 1777
"10371", 1, 2, 3
"35646", 1, 0, 1
"52520", 1, 1, 2
"33123", 433, 1290, 1723
"6351", 1, 0, 1
"29051", 390, 1093, 1483
"63159", 1, 0, 1
"10292", 1, 1, 2
"40160", 1, 0, 1
"38863", 482, 1394, 1876
"35752", 474, 1388, 1862
"56802", 525, 1687, 2212
"34326", 530, 1512, 2042
"13974", 1, 0, 1
"27729", 1, 1, 2
"25557", 474, 1371, 1845
"38101", 1, 0, 1
"29500", 447, 1449, 1896
"65042", 567, 1804, 2371
"38651", 1, 1, 2
"47809", 1, 0, 1
"7970", 482, 1600, 2082
"1066", 1, 1, 2
"34398", 1, 3, 4
"29802", 1, 7, 8
"9541", 508, 1581, 2089
"7153", 656, 2260, 2916
"36362", 656, 2333, 2989
"1975", 444, 1177, 1621
"60713", 1, 6, 7
"40867", 470, 1343, 1813
"12300", 643, 2116, 2759
"30978", 1, 0, 1
"55117", 1, 0, 1
"54970", 1, 8, 9
"26967", 434, 1269, 1703
"14914", 1, 2, 3
"55214", 444, 1248, 1692
"15507", 1, 0, 1
"37566", 1, 18, 19
"2677", 1, 1, 2
"18856", 475, 1358, 1833
"43960", 544, 1789, 2333
"37308", 526, 1525, 2051
"48866", 1, 2, 3
"1557", 1, 12, 13
"981", 543, 1524, 2067
"54798", 523, 1620, 2143
"39558", 1, 6, 7
"14110", 512, 1908, 2420
"5021", 499, 1470, 1969
"6243", 1, 1, 2
"53396", 1, 0, 1
"14639", 488, 1599, 2087
"37677", 1, 9, 10
"50298", 1, 10, 11
"50011", 1, 3, 4
"10054", 379, 1025, 1404
"452", 542, 1596, 2138
"27625", 536, 1611, 2147
"13410", 1, 2, 3
"19465", 609, 1917, 2526
"31983", 1, 0, 1
"57499", 1, 4, 5
"14865", 620, 1908, 2528
"42919", 410, 1182, 1592
"61236", 1, 1, 2
"51491", 1, 0, 1
"43383", 501, 1619, 2120
"39311", 573, 2063, 2636
"43718", 1, 2, 3
"48818", 1, 1, 2
"2573", 1, 0, 1
"5518", 512, 1530, 2042
"29083", 406, 1112, 1518
"51825", 1, 1, 2
"4476", 484, 1466, 1950
"52998", 1, 10, 11
"50742", 495, 1317, 1812
"16323", 493, 1484, 1977
"15430", 1, 4, 5
"13084", 492, 1736, 2228
"58373", 494, 1424, 1918
"64712", 1, 3, 4
"29516", 458, 1473, 1931
"21575", 1, 3, 4
"35607", 1, 0, 1
"34565", 1, 4, 5
"15697", 547, 2021, 2568
"19946", 507, 1335, 1842
"32755", 499, 1410, 1909
"69", 1, 8, 9
"47838", 1, 0, 1
"61700", 1, 0, 1
"61035", 575, 1694, 2269
"31264", 547, 1519, 2066
"49075", 461, 1353, 1814
"63715", 1, 2, 3
"15090", 1, 1, 2
"62877", 410, 1231, 1641
"65366", 1, 0, 1
"35720", 454, 1361, 1815
"41148", 1, 0, 1
"56656", 1, 54, 55
"40915", 486, 1383, 1869
"44473", 569, 1872, 2441
"21758", 1, 2, 3
"17031", 1, 2, 3
"52184", 535, 1699, 2234
"4572", 530, 1564, 2094
"18375", 534, 1510, 2044
"10399", 1, 5, 6
"55663", 409, 1236, 1645
"24358", 1, 0, 1
"13229", 579, 1912, 2491
"37472", 1, 1, 2
"43367", 490, 1592, 2082
"10921", 1, 0, 1
"49803", 1, 0, 1
"24418", 512, 1631, 2143
"50908", 1, 13, 14
"18920", 497, 1408, 1905
"51868", 1, 0, 1
"50290", 1, 1, 2
"18904", 496, 1399, 1895
"42742", 1, 0, 1
"62574", 639, 2026, 2665
"12139", 551, 1900, 2451
"3627", 1, 4, 5
"44602", 643, 2050, 2693
"53865", 1, 6, 7
"4908", 440, 1340, 1780
"1641", 1, 7, 8
"50084", 523, 1774, 2297
"31438", 1, 18, 19
"50879", 1, 1, 2
"12187", 577, 1966, 2543
"38017", 1, 0, 1
"39343", 596, 2118, 2714
"22294", 1, 112, 113
"35768", 477, 1401, 1878
"56077", 1, 0, 1
"20940", 457, 1265, 1722
"23344", 402, 1274, 1676
"15048", 1, 0, 1
"8612", 611, 2027, 2638
"5310", 1, 0, 1
"2327", 532, 1957, 2489
"5790", 1, 0, 1
"14158", 546, 1993, 2539
"33543", 1, 2, 3
"59010", 1, 12, 13
"41087", 1, 0, 1
"46352", 1, 15, 16
"65159", 1, 0, 1
"46109", 615, 1918, 2533
"19482", 619, 1943, 2562
"49203", 517, 1457, 1974
"16586", 1, 0, 1
"39841", 411, 1222, 1633
"9670", 580, 1735, 2315
"4588", 534, 1577, 2111
"32492", 1, 3, 4
"12366", 1, 4, 5
"20811", 406, 1171, 1577
"3401", 471, 1493, 1964
"32436", 1, 8, 9
"64228", 1, 5, 6
"53227", 483, 1446, 1929
"14023", 1, 0, 1
"40548", 1, 1, 2
"33700", 487, 1477, 1964
"35255", 481, 1410, 1891
"13408", 1, 9, 10
"11706", 631, 2172, 2803
"63871", 471, 1593, 2064
"11526", 1, 1, 2
"2969", 435, 1134, 1569
"59679", 1, 20, 21
"8842", 1, 6, 7
"21821", 437, 1361, 1798
"3385", 463, 1475, 1938
"15953", 1, 0, 1
"52977", 1, 0, 1
"53552", 1, 7, 8
"12555", 1, 4, 5
"43181", 1, 6, 7
"5631", 560, 1634, 2194
"30206", 559, 1616, 2175
"38815", 456, 1347, 1803
"40598", 1, 10, 11
"18936", 511, 1417, 1928
"43063", 472, 1291, 1763
"27808", 1, 6, 7
"62268", 1, 33, 34
"54669", 457, 1488, 1945
"44554", 614, 1984, 2598
"24434", 519, 1649, 2168
"59161", 1, 0, 1
"30500", 1, 42, 43
"25525", 458, 1342, 1800
"19057", 1, 0, 1
"26518", 532, 1690, 2222
"10118", 396, 1056, 1452
"49471", 1, 10, 11
"26810", 1, 0, 1
"1959", 440, 1170, 1610
"53070", 1, 28, 29
"2311", 526, 1921, 2447
"7842", 1, 10, 11
"27080", 489, 1358, 1847
"16594", 1, 5, 6
"55166", 424, 1208, 1632
"53499", 1, 11, 12
"55198", 437, 1236, 1673
"54023", 1, 0, 1
"61573", 1, 6, 7
"35409", 1, 0, 1
"41028", 550, 1495, 2045
"17580", 1, 8, 9
"30719", 595, 1946, 2541
"13859", 1, 8, 9
"2520", 669, 2286, 2955
"64753", 1, 6, 7
"40354", 505, 1572, 2077
"804", 454, 1353, 1807
"62044", 627, 2030, 2657
"24800", 1, 0, 1
"20648", 1, 0, 1
"21356", 561, 1995, 2556
"5053", 512, 1500, 2012
"34944", 1, 6, 7
"31681", 529, 1674, 2203
"45264", 1, 7, 8
"40385", 520, 1608, 2128
"28570", 495, 1507, 2002
"49855", 1, 1, 2
"3171", 1, 0, 1
"60954", 528, 1591, 2119
"28972", 1, 7, 8
"5389", 450, 1401, 1851
"59198", 1, 3, 4
"64016", 557, 1811, 2368
"62221", 1, 0, 1
"33107", 429, 1278, 1707
"23247", 1, 0, 1
"47828", 1, 8, 9
"62077", 1, 2, 3
"23905", 506, 1557, 2063
"44619", 646, 2069, 2715
"35849", 519, 1476, 1995
"48297", 1, 0, 1
"17615", 1, 3, 4
"60489", 505, 1367, 1872
"60048", 1, 4, 5
"56208", 501, 1606, 2107
"8548", 564, 1931, 2495
"46654", 467, 1224, 1691
"32983", 1, 3, 4
"31538", 1, 1, 2
"18791", 442, 1299, 1741
"14979", 1, 6, 7
"21982", 525, 1529, 2054
"40779", 1, 2, 3
"59896", 519, 1544, 2063
"8918", 1, 21, 22
"11144", 497, 1543, 2040
"36535", 1, 0, 1
"46525", 409, 1136, 1545
"58389", 507, 1445, 1952
"39542", 1, 0, 1
"57347", 472, 1302, 1774
"45835", 1, 12, 13
"1285", 509, 1752, 2261
"19094", 1, 6, 7
"16178", 428, 1354, 1782
"50993", 1, 10, 11
"50967", 1, 7, 8
"21092", 1, 0, 1
"65458", 502, 1523, 2025
"51288", 599, 1746, 2345
"22059", 1, 3, 4
"5157", 1, 6, 7
"55343", 502, 1336, 1838
"10231", 445, 1126, 1571
"63299", 1, 0, 1
"22863", 473, 1385, 1858
"31436", 1, 3, 4
"18295", 494, 1433, 1927
"59648", 1, 4, 5
"5453", 479, 1461, 1940
"56385", 596, 1836, 2432
"4182", 1, 3, 4
"21116", 1, 0, 1
"35833", 506, 1461, 1967
"52714", 490, 1390, 1880
"11853", 1, 5, 6
"29099", 416, 1122, 1538
"21654", 1, 2, 3
"36265", 590, 2156, 2746
"36827", 504, 1542, 2046
"3797", 1, 4, 5
"25044", 552, 1687, 2239
"14441", 1, 0, 1
"47968", 440, 1351, 1791
"51521", 1, 27, 28
"53627", 488, 1627, 2115
"12015", 1, 0, 1
"14537", 1, 15, 16
"50905", 1, 8, 9
"56224", 507, 1631, 2138
"59701", 1, 0, 1
"21534", 666, 2267, 2933
"9791", 1, 1, 2
"53488", 1, 13, 14
"26615", 589, 1830, 2419
"27673", 560, 1663, 2223
"14091", 1, 2, 3
"10551", 485, 1611, 2096
"34490", 1, 1, 2
"18808", 454, 1312, 1766
"9409", 1, 25, 26
"59634", 1, 8, 9
"43704", 1, 7, 8
"40995", 534, 1464, 1998
"16852", 469, 1288, 1757
"4492", 494, 1480, 1974
"51025", 1, 2, 3
"7883", 1, 1, 2
"3449", 494, 1549, 2043
"60376", 460, 1276, 1736
"30158", 536, 1576, 2112
"25164", 1, 4, 5
"19516", 1, 0, 1
"61819", 491, 1711, 2202
"13245", 592, 1937, 2529
"63184", 1, 4, 5
"39263", 540, 1971, 2511
"62326", 1, 5, 6
"13909", 1, 0, 1
"20148", 1, 10, 11
"15979", 1, 2, 3
"43399", 511, 1646, 2157
"40002", 479, 1325, 1804
"5787", 1, 14, 15
"44365", 1, 5, 6
"17894", 595, 1842, 2437
"15874", 659, 2335, 2994
"36077", 1, 6, 7
"7986", 492, 1621, 2113
"23425", 438, 1349, 1787
"46343", 1, 0, 1
"64651", 1, 2, 3
"34591", 1, 2, 3
"64366", 1, 8, 9
"30190", 553, 1607, 2160
"65106", 603, 1880, 2483
"41941", 522, 1643, 2165
"52484", 1, 0, 1
"40746", 1, 0, 1
"30638", 546, 1833, 2379
"31616", 497, 1605, 2102
"17284", 466, 1299, 1765
"4508", 499, 1501, 2000
"23251", 1, 15, 16
"25368", 1, 0, 1
"53611", 481, 1607, 2088
"38382", 530, 1517, 2047
"7737", 1, 0, 1
"49501", 1, 1, 2
"65426", 486, 1481, 1967
"22758", 1, 2, 3
"22133", 1, 0, 1
"62746", 1, 10, 11
"39808", 401, 1206, 1607
"59138", 1, 8, 9
"14352", 660, 2299, 2959
"57587", 1, 0, 1
"64064", 583, 1872, 2455
"58057", 1, 0, 1
"9205", 622, 1976, 2598
"20081", 1, 6, 7
"14142", 533, 1961, 2494
"17782", 528, 1693, 2221
"43790", 1, 3, 4
"16441", 1, 12, 13
"20956", 466, 1272, 1738
"30894", 1, 0, 1
"26742", 1, 11, 12
"62805", 1, 0, 1
"59318", 541, 1898, 2439
"49619", 471, 1401, 1872
"51768", 552, 1566, 2118
"46012", 553, 1774, 2327
"16820", 459, 1262, 1721
"34403", 1, 0, 1
"63788", 1, 1, 2
"30526", 481, 1687, 2168
"9853", 1, 13, 14
"60641", 1, 8, 9
"35816", 500, 1446, 1946
"49523", 432, 1326, 1758
"2246", 1, 0, 1
"43768", 1, 0, 1
"58161", 1, 0, 1
"52120", 498, 1623, 2121
"58624", 1, 4, 5
"60009", 575, 1680, 2255
"4194", 1, 0, 1
"63551", 483, 1371, 1854
"47437", 1, 0, 1
"28699", 560, 1650, 2210
"7882", 1, 0, 1
"12652", 532, 1651, 2183
"49539", 435, 1335, 1770
"53903", 1, 0, 1
"26229", 1, 0, 1
"45532", 497, 1476, 1973
"61996", 599, 1972, 2571
"9792", 1, 9, 10
"42272", 1, 21, 22
"65317", 1, 19, 20
"44441", 546, 1829, 2375
"48593", 518, 1561, 2079
"38943", 516, 1462, 1978
"36778", 485, 1505, 1990
"20050", 1, 1, 2
"7586", 553, 1635, 2188
"5135", 1, 0, 1
"65410", 479, 1458, 1937
"11525", 1, 6, 7
"14539", 1, 0, 1
"3353", 444, 1438, 1882
"63005", 470, 1334, 1804
"14965", 1, 3, 4
"41241", 1, 4, 5
"59576", 1, 10, 11
"20827", 421, 1194, 1615
"55133", 1, 1, 2
"18969", 524, 1438, 1962
"46170", 1, 0, 1
"60578", 1, 0, 1
"53291", 512, 1496, 2008
"54205", 455, 1333, 1788
"63742", 1, 0, 1
"51935", 1, 0, 1
"20298", 537, 1979, 2516
"32803", 516, 1443, 1959
"25012", 527, 1652, 2179
"35467", 1, 0, 1
"34294", 507, 1477, 1984
"42807", 1, 2, 3
"48967", 1, 0, 1
"4167", 1, 2, 3
"8579", 585, 1974, 2559
"26999", 445, 1292, 1737
"24066", 588, 1726, 2314
"54733", 492, 1558, 2050
"33059", 1, 1, 2
"40931", 496, 1398, 1894
"32333", 1, 0, 1
"11032", 437, 1430, 1867
"31358", 1, 1, 2
"6338", 1, 3, 4
"13100", 507, 1756, 2263
"52865", 1, 2, 3
"42485", 602, 2082, 2684
"620", 1, 0, 1
"3845", 1, 1, 2
"11080", 462, 1481, 1943
"44248", 1, 0, 1
"25125", 596, 1794, 2390
"38187", 1, 1, 2
"46314", 1, 5, 6
"6608", 588, 1924, 2512
"19207", 1, 1, 2
"4444", 465, 1430, 1895
"49635", 475, 1405, 1880
"46461", 383, 1098, 1481
"11961", 1, 2, 3
"37420", 591, 1651, 2242
"60970", 538, 1612, 2150
"64773", 1, 0, 1
"26837", 1, 0, 1
"6306", 1, 2, 3
"43799", 1, 4, 5
"46028", 565, 1807, 2372
"26005", 438, 1274, 1712
"50514", 1, 0, 1
"47006", 509, 1573, 2082
"7650", 584, 1714, 2298
"53756", 563, 1771, 2334
"1193", 1, 0, 1
"34630", 496, 1612, 2108
"64809", 1, 21, 22
"9331", 1, 10, 11
"14126", 522, 1936, 2458
"50291", 1, 4, 5
"32969", 1, 13, 14
"10166", 414, 1084, 1498
"29421", 1, 0, 1
"29548", 475, 1501, 1976
"6798", 1, 9, 10
"13561", 1, 0, 1
"13326", 639, 2035, 2674
