# summary of local and remote events executed
# LP, local, remote, total
"29971", 1, 1, 2
"8454", 1, 5, 6
"60858", 477, 1482, 1959
"63600", 504, 1421, 1925
"49428", 1, 0, 1
"28771", 1, 1, 2
"51933", 1, 0, 1
"27403", 1, 0, 1
"48847", 1, 1, 2
"965", 535, 1512, 2047
"56834", 543, 1723, 2266
"39677", 1, 13, 14
"54670", 459, 1490, 1949
"52153", 517, 1665, 2182
"28802", 1, 6, 7
"34839", 613, 1847, 2460
"15297", 421, 1141, 1562
"18327", 511, 1460, 1971
"42839", 377, 1120, 1497
"57812", 496, 1553, 2049
"29549", 467, 1503, 1970
"45628", 547, 1576, 2123
"46045", 571, 1829, 2400
"8997", 496, 1683, 2179
"56978", 1, 2, 3
"35974", 1, 3, 4
"50284", 1, 6, 7
"52969", 1, 1, 2
"12421", 1, 0, 1
"26191", 1, 0, 1
"7246", 1, 0, 1
"4646", 1, 8, 9
"30955", 1, 12, 13
"42567", 660, 2217, 2877
"29794", 1, 5, 6
"43234", 1, 0, 1
"22818", 1, 0, 1
"37102", 1, 10, 11
"2096", 1, 4, 5
"57860", 516, 1599, 2115
"11225", 542, 1644, 2186
"42216", 1, 9, 10
"10552", 487, 1614, 2101
"15217", 389, 1100, 1489
"47716", 1, 0, 1
"24018", 562, 1677, 2239
"58437", 526, 1488, 2014
"40899", 480, 1364, 1844
"1286", 510, 1754, 2264
"12155", 556, 1921, 2477
"39937", 453, 1292, 1745
"15361", 437, 1176, 1613
"41861", 480, 1549, 2029
"21421", 605, 2096, 2701
"40803", 438, 1285, 1723
"38593", 1, 7, 8
"6158", 1, 4, 5
"27866", 1, 4, 5
"61781", 1, 1, 2
"40623", 1, 0, 1
"25742", 1, 13, 14
"33374", 1, 0, 1
"58635", 1, 0, 1
"7922", 1, 1, 2
"57444", 513, 1373, 1886
"31393", 1, 0, 1
"40667", 1, 0, 1
"23123", 1, 0, 1
"5693", 1, 0, 1
"15981", 1, 0, 1
"18792", 446, 1300, 1746
"43323", 1, 17, 18
"10664", 539, 1741, 2280
"37388", 571, 1618, 2189
"15169", 377, 1075, 1452
"28555", 485, 1487, 1972
"57547", 1, 5, 6
"65571", 561, 1659, 2220
"5598", 550, 1604, 2154
"38847", 474, 1373, 1847
"4877", 422, 1297, 1719
"21902", 480, 1451, 1931
"16339", 497, 1499, 1996
"49219", 523, 1470, 1993
"34679", 525, 1671, 2196
"26038", 450, 1296, 1746
"16464", 1, 0, 1
"23217", 1, 1, 2
"7379", 1, 16, 17
"32082", 513, 1752, 2265
"8916", 1, 2, 3
"10", 1, 1, 2
"26249", 1, 9, 10
"49480", 1, 4, 5
"25379", 1, 0, 1
"59735", 1, 58, 59
"33333", 534, 1479, 2013
"24305", 1, 0, 1
"9772", 1, 0, 1
"49353", 1, 2, 3
"17125", 1, 0, 1
"8532", 557, 1905, 2462
"15621", 1, 5, 6
"3017", 453, 1159, 1612
"32723", 486, 1382, 1868
"60313", 424, 1223, 1647
"31120", 481, 1398, 1879
"19015", 1, 0, 1
"25605", 498, 1418, 1916
"12219", 607, 2011, 2618
"58854", 501, 1475, 1976
"34118", 416, 1307, 1723
"58838", 494, 1460, 1954
"436", 529, 1577, 2106
"11770", 672, 2287, 2959
"61868", 524, 1785, 2309
"61948", 572, 1906, 2478
"20574", 1, 2, 3
"26189", 1, 0, 1
"19717", 1, 0, 1
"56149", 1, 12, 13
"28491", 456, 1425, 1881
"21709", 1, 0, 1
"39016", 1, 0, 1
"34950", 1, 0, 1
"63351", 1, 0, 1
"45197", 1, 0, 1
"17430", 538, 1432, 1970
"56571", 1, 0, 1
"62818", 1, 1, 2
"39622", 1, 0, 1
"8780", 1, 10, 11
"19615", 1, 4, 5
"37589", 1, 7, 8
"40851", 461, 1326, 1787
"14816", 592, 1838, 2430
"12716", 572, 1736, 2308
"57748", 462, 1490, 1952
"38302", 488, 1435, 1923
"25265", 1, 15, 16
"47151", 592, 1741, 2333
"54285", 499, 1406, 1905
"59880", 512, 1529, 2041
"32675", 456, 1345, 1801
"6929", 510, 1879, 2389
"54814", 527, 1635, 2162
"35881", 537, 1503, 2040
"14159", 541, 1994, 2535
"47253", 1, 4, 5
"57844", 503, 1581, 2084
"55581", 1, 7, 8
"22574", 1, 0, 1
"3207", 1, 9, 10
"1204", 1, 9, 10
"61323", 504, 1684, 2188
"40622", 1, 0, 1
"1560", 1, 2, 3
"22239", 1, 0, 1
"34039", 1, 13, 14
"32307", 656, 2102, 2758
"52027", 1, 23, 24
"43702", 1, 0, 1
"3600", 1, 7, 8
"61265", 1, 1, 2
"38640", 1, 0, 1
"30989", 1, 0, 1
"15329", 423, 1160, 1583
"27593", 518, 1577, 2095
"7474", 487, 1508, 1995
"14191", 558, 2039, 2597
"25826", 1, 1, 2
"2007", 460, 1197, 1657
"32178", 573, 1903, 2476
"41460", 575, 1756, 2331
"60890", 495, 1519, 2014
"17702", 474, 1570, 2044
"20443", 633, 2220, 2853
"36394", 679, 2397, 3076
"4639", 1, 0, 1
"44939", 498, 1632, 2130
"17095", 1, 0, 1
"35785", 483, 1417, 1900
"52436", 1, 0, 1
"13002", 1, 0, 1
"9952", 1, 0, 1
"42256", 1, 1, 2
"19632", 1, 0, 1
"2841", 385, 1054, 1439
"36634", 1, 0, 1
"56474", 1, 10, 11
"45132", 623, 1871, 2494
"54553", 1, 9, 10
"21265", 1, 6, 7
"6864", 1, 7, 8
"23708", 1, 25, 26
"56667", 1, 2, 3
"36540", 1, 1, 2
"60473", 501, 1351, 1852
"19898", 485, 1297, 1782
"41845", 472, 1530, 2002
"32659", 451, 1328, 1779
"40131", 1, 0, 1
"18423", 552, 1560, 2112
"33204", 474, 1361, 1835
"24531", 572, 1760, 2332
"51656", 488, 1455, 1943
"25108", 586, 1770, 2356
"44041", 588, 1911, 2499
"42326", 502, 1827, 2329
"33888", 1, 1, 2
"20649", 1, 0, 1
"15201", 383, 1097, 1480
"15698", 553, 2023, 2576
"52533", 1, 1, 2
"740", 1, 7, 8
"14239", 592, 2119, 2711
"38065", 1, 0, 1
"1156", 1, 2, 3
"30309", 1, 0, 1
"48498", 468, 1456, 1924
"14396", 1, 0, 1
"11320", 1, 7, 8
"28203", 546, 1500, 2046
"7902", 1, 19, 20
"48273", 1, 8, 9
"5793", 1, 4, 5
"29489", 1, 2, 3
"54398", 1, 0, 1
"62825", 1, 3, 4
"34310", 519, 1495, 2014
"52217", 555, 1746, 2301
"31585", 481, 1560, 2041
"39328", 586, 2089, 2675
"55649", 1, 2, 3
"14832", 604, 1865, 2469
"24996", 519, 1634, 2153
"45051", 566, 1762, 2328
"59351", 565, 1944, 2509
"55327", 492, 1326, 1818
"484", 558, 1630, 2188
"62333", 496, 1680, 2176
"16670", 1, 1, 2
"58164", 1, 31, 32
"837", 473, 1390, 1863
"38270", 471, 1405, 1876
"2270", 1, 2, 3
"50884", 1, 16, 17
"27577", 511, 1557, 2068
"9828", 1, 0, 1
"22764", 1, 2, 3
"58245", 431, 1308, 1739
"56580", 1, 5, 6
"64696", 1, 6, 7
"32356", 1, 0, 1
"17943", 622, 1914, 2536
"57603", 1, 1, 2
"59118", 1, 0, 1
"14022", 1, 0, 1
"61728", 1, 7, 8
"27281", 1, 0, 1
"34890", 1, 0, 1
"16355", 504, 1513, 2017
"26567", 558, 1760, 2318
"24916", 475, 1534, 2009
"21373", 569, 2022, 2591
"12392", 1, 0, 1
"6111", 602, 1909, 2511
"10119", 399, 1056, 1455
"32739", 493, 1394, 1887
"40370", 514, 1587, 2101
"29164", 432, 1157, 1589
"5101", 540, 1562, 2102
"19754", 419, 1192, 1611
"60758", 1, 1, 2
"29944", 1, 11, 12
"5967", 515, 1716, 2231
"43646", 1, 0, 1
"23172", 1, 4, 5
"57251", 431, 1224, 1655
"65539", 544, 1631, 2175
"47450", 1, 0, 1
"1175", 1, 19, 20
"3247", 1, 10, 11
"60297", 419, 1209, 1628
"27754", 1, 2, 3
"35048", 1, 0, 1
"9735", 625, 1833, 2458
"16436", 1, 9, 10
"35533", 1, 0, 1
"26288", 1, 7, 8
"63217", 1, 1, 2
"33507", 1, 7, 8
"20056", 1, 0, 1
"42518", 628, 2139, 2767
"28106", 501, 1411, 1912
"19786", 436, 1216, 1652
"1879", 408, 1120, 1528
"13501", 1, 3, 4
"53307", 518, 1506, 2024
"885", 496, 1435, 1931
"26583", 568, 1783, 2351
"33701", 481, 1477, 1958
"28138", 516, 1442, 1958
"5614", 554, 1618, 2172
"35657", 428, 1303, 1731
"42159", 1, 0, 1
"5838", 1, 0, 1
"53469", 1, 2, 3
"45832", 1, 16, 17
"48546", 489, 1507, 1996
"42887", 397, 1162, 1559
"388", 503, 1530, 2033
"31822", 1, 4, 5
"48848", 1, 9, 10
"38171", 1, 4, 5
"34647", 505, 1634, 2139
"36163", 1, 14, 15
"15006", 1, 1, 2
"22560", 552, 1585, 2137
"30334", 1, 0, 1
"23842", 1, 8, 9
"63271", 1, 11, 12
"45912", 1, 13, 14
"44159", 1, 0, 1
"10388", 1, 2, 3
"58934", 542, 1553, 2095
"21437", 615, 2117, 2732
"57235", 423, 1214, 1637
"13165", 545, 1834, 2379
"46125", 619, 1932, 2551
"35012", 1, 4, 5
"59928", 536, 1576, 2112
"59367", 573, 1971, 2544
"48578", 504, 1545, 2049
"50710", 481, 1300, 1781
"30393", 1, 10, 11
"38446", 563, 1573, 2136
"773", 434, 1311, 1745
"23663", 1, 5, 6
"33563", 1, 1, 2
"65181", 1, 1, 2
"63423", 427, 1266, 1693
"53592", 1, 2, 3
"52121", 496, 1624, 2120
"37837", 560, 1883, 2443
"35528", 1, 0, 1
"25837", 1, 0, 1
"59271", 507, 1819, 2326
"5350", 1, 6, 7
"200", 1, 0, 1
"53340", 528, 1537, 2065
"29923", 1, 1, 2
"731", 1, 5, 6
"27741", 1, 1, 2
"10459", 1, 1, 2
"54599", 1, 30, 31
"6448", 505, 1709, 2214
"24050", 580, 1709, 2289
"25541", 467, 1352, 1819
"36763", 475, 1489, 1964
"41582", 1, 0, 1
"32787", 510, 1425, 1935
"10167", 415, 1084, 1499
"14223", 584, 2089, 2673
"20363", 580, 2081, 2661
"57892", 534, 1631, 2165
"58086", 1, 0, 1
"25768", 1, 7, 8
"61648", 1, 0, 1
"13309", 633, 2020, 2653
"20780", 391, 1142, 1533
"37451", 1, 0, 1
"15996", 1, 0, 1
"7506", 502, 1545, 2047
"16291", 478, 1458, 1936
"44831", 1, 6, 7
"33653", 462, 1435, 1897
"61170", 1, 6, 7
"62349", 505, 1704, 2209
"50404", 1, 0, 1
"62061", 639, 2050, 2689
"29282", 1, 1, 2
"51397", 1, 0, 1
"47340", 1, 0, 1
"42775", 1, 0, 1
"25148", 1, 5, 6
"38653", 1, 1, 2
"25942", 415, 1228, 1643
"63038", 490, 1358, 1848
"39392", 631, 2196, 2827
"50614", 434, 1221, 1655
"63816", 1, 0, 1
"54333", 519, 1448, 1967
"59415", 609, 2042, 2651
"63984", 534, 1764, 2298
"42935", 417, 1194, 1611
"23008", 549, 1545, 2094
"32017", 1, 21, 22
"58594", 1, 4, 5
"25221", 1, 4, 5
"65387", 1, 5, 6
"16387", 519, 1542, 2061
"40093", 1, 9, 10
"5903", 481, 1631, 2112
"28222", 1, 3, 4
"54253", 480, 1379, 1859
"34104", 1, 1, 2
"789", 446, 1336, 1782
"63350", 1, 2, 3
"24612", 625, 1863, 2488
"17750", 508, 1648, 2156
"12856", 1, 4, 5
"63335", 1, 0, 1
"50516", 1, 6, 7
"12554", 1, 152, 153
"52333", 1, 0, 1
"24792", 1, 11, 12
"13048", 1, 0, 1
"18247", 466, 1382, 1848
"51239", 570, 1680, 2250
"26054", 461, 1315, 1776
"58822", 488, 1447, 1935
"41666", 1, 0, 1
"51255", 581, 1696, 2277
"6576", 575, 1879, 2454
"41925", 512, 1625, 2137
"23954", 531, 1607, 2138
"40067", 1, 1, 2
"41659", 1, 17, 18
"14506", 1, 2, 3
"59245", 1, 0, 1
"36346", 641, 2298, 2939
"47231", 1, 11, 12
"19978", 524, 1358, 1882
"11993", 1, 7, 8
"54766", 511, 1597, 2108
"50534", 400, 1152, 1552
"61548", 636, 1974, 2610
"32926", 1, 7, 8
"52602", 433, 1289, 1722
"3", 1, 6, 7
"31088", 466, 1369, 1835
"55478", 1, 0, 1
"54087", 1, 0, 1
"45868", 1, 0, 1
"4941", 457, 1375, 1832
"15550", 1, 5, 6
"25239", 1, 0, 1
"9926", 1, 0, 1
"56972", 1, 0, 1
"54157", 430, 1296, 1726
"23537", 487, 1445, 1932
"16756", 435, 1219, 1654
"52730", 498, 1408, 1906
"46854", 1, 12, 13
"4059", 506, 1378, 1884
"56850", 553, 1741, 2294
"2424", 598, 2121, 2719
"13181", 557, 1851, 2408
"51506", 1, 19, 20
"15060", 1, 0, 1
"9859", 1, 6, 7
"54943", 1, 1, 2
"52380", 1, 0, 1
"3001", 444, 1148, 1592
"17413", 530, 1413, 1943
"10967", 1, 6, 7
"33733", 502, 1510, 2012
"1527", 662, 2108, 2770
"58568", 1, 1, 2
"53099", 422, 1329, 1751
"12075", 511, 1817, 2328
"5219", 1, 0, 1
"308", 462, 1446, 1908
"5808", 1, 0, 1
"57583", 1, 3, 4
"58075", 1, 2, 3
"42903", 405, 1173, 1578
"55065", 1, 7, 8
"29966", 1, 0, 1
"21743", 1, 0, 1
"61694", 1, 8, 9
"35689", 436, 1332, 1768
"37276", 505, 1495, 2000
"53243", 492, 1459, 1951
"47756", 1, 5, 6
"24579", 602, 1814, 2416
"19353", 542, 1773, 2315
"9654", 576, 1719, 2295
"48065", 495, 1453, 1948
"28329", 1, 13, 14
"19172", 1, 0, 1
"39020", 1, 5, 6
"7235", 1, 6, 7
"50440", 1, 10, 11
"43015", 452, 1254, 1706
"14848", 608, 1886, 2494
"58220", 1, 1, 2
"2953", 427, 1121, 1548
"3213", 1, 0, 1
"37196", 462, 1406, 1868
"56706", 475, 1576, 2051
"60522", 524, 1399, 1923
"23772", 1, 21, 22
"38927", 512, 1455, 1967
"50582", 419, 1200, 1619
"57571", 1, 0, 1
"44823", 1, 2, 3
"30339", 1, 2, 3
"50085", 530, 1774, 2304
"24276", 1, 12, 13
"57024", 1, 5, 6
"62091", 1, 1, 2
"54604", 1, 8, 9
"21325", 543, 1945, 2488
"44009", 570, 1858, 2428
"13678", 468, 1384, 1852
"65283", 1, 0, 1
"5085", 530, 1544, 2074
"25509", 451, 1328, 1779
"17862", 571, 1791, 2362
"64481", 465, 1329, 1794
"1052", 1, 0, 1
"43316", 1, 0, 1
"64324", 1, 9, 10
"26220", 1, 0, 1
"23106", 1, 5, 6
"27925", 1, 2, 3
"52249", 573, 1788, 2361
"12283", 630, 2096, 2726
"18670", 1, 12, 13
"13213", 580, 1893, 2473
"56690", 469, 1566, 2035
"57732", 456, 1469, 1925
"49271", 1, 4, 5
"46158", 644, 1990, 2634
"45897", 1, 0, 1
"56369", 588, 1809, 2397
"61355", 517, 1728, 2245
"49908", 1, 2, 3
"16614", 1, 21, 22
"38286", 476, 1423, 1899
"46691", 1, 0, 1
"43132", 1, 2, 3
"60662", 1, 0, 1
"21774", 1, 0, 1
"48514", 475, 1474, 1949
"55808", 474, 1357, 1831
"63311", 1, 3, 4
"6496", 530, 1772, 2302
"468", 552, 1614, 2166
"15249", 401, 1118, 1519
"44987", 528, 1684, 2212
"44538", 605, 1960, 2565
"4236", 1, 2, 3
"37126", 1, 7, 8
"58096", 1, 0, 1
"27799", 1, 0, 1
"51892", 1, 10, 11
"25348", 1, 0, 1
"37933", 622, 2025, 2647
"33781", 527, 1557, 2084
"28960", 1, 3, 4
"36811", 501, 1535, 2036
"36699", 447, 1436, 1883
"48482", 459, 1437, 1896
"48890", 1, 2, 3
"45645", 555, 1596, 2151
"34070", 1, 3, 4
"24667", 1, 0, 1
"59816", 474, 1466, 1940
"27128", 515, 1410, 1925
"29889", 1, 1, 2
"34932", 1, 0, 1
"41364", 522, 1633, 2155
"13479", 1, 0, 1
"20150", 1, 0, 1
"43228", 1, 1, 2
"52618", 444, 1306, 1750
"49139", 488, 1401, 1889
"4658", 1, 0, 1
"57796", 486, 1535, 2021
"31761", 570, 1759, 2329
"57828", 502, 1569, 2071
"57198", 1, 1, 2
"52682", 473, 1363, 1836
"60239", 1, 25, 26
"14784", 571, 1794, 2365
"26709", 1, 0, 1
"27418", 1, 2, 3
"49312", 1, 5, 6
"47889", 1, 0, 1
"42550", 650, 2191, 2841
"43528", 586, 1810, 2396
"24247", 1, 0, 1
"37725", 493, 1715, 2208
"16163", 423, 1346, 1769
"53051", 1, 21, 22
"34759", 571, 1769, 2340
"25880", 1, 0, 1
"60028", 1, 1, 2
"60842", 467, 1459, 1926
"28154", 522, 1453, 1975
"55905", 521, 1442, 1963
"61620", 1, 5, 6
"23409", 425, 1335, 1760
"7801", 1, 1, 2
"39043", 1, 1, 2
"3760", 1, 2, 3
"36142", 1, 17, 18
"38767", 435, 1307, 1742
"10796", 1, 4, 5
"62413", 543, 1796, 2339
"11241", 548, 1653, 2201
"18840", 472, 1343, 1815
"44817", 1, 1, 2
"57299", 455, 1265, 1720
"64845", 1, 19, 20
"35407", 1, 2, 3
"42486", 604, 2083, 2687
"37583", 1, 1, 2
"48892", 1, 0, 1
"14591", 1, 35, 36
"6079", 576, 1864, 2440
"50245", 622, 2019, 2641
"11400", 1, 6, 7
"50037", 500, 1698, 2198
"27962", 424, 1268, 1692
"31168", 503, 1432, 1935
"46743", 1, 1, 2
"15101", 1, 3, 4
"32627", 437, 1310, 1747
"16625", 1, 19, 20
"47648", 439, 1151, 1590
"1273", 1, 2, 3
"20508", 678, 2342, 3020
"28335", 1, 0, 1
"34695", 535, 1689, 2224
"44358", 1, 1, 2
"20687", 1, 4, 5
"34022", 1, 1, 2
"4396", 444, 1385, 1829
"17675", 1, 40, 41
"10215", 433, 1111, 1544
"853", 478, 1400, 1878
"37821", 552, 1862, 2414
"25184", 1, 0, 1
"53034", 1, 3, 4
"40183", 1, 0, 1
"30687", 574, 1902, 2476
"30110", 507, 1533, 2040
"22648", 1, 1, 2
"56623", 1, 0, 1
"15913", 1, 0, 1
"63022", 481, 1348, 1829
"19505", 1, 8, 9
"57940", 556, 1680, 2236
"50550", 407, 1173, 1580
"40787", 431, 1267, 1698
"37324", 536, 1542, 2078
"49357", 1, 0, 1
"10496", 1, 46, 47
"8938", 1, 43, 44
"40835", 453, 1313, 1766
"31965", 1, 3, 4
"24563", 593, 1798, 2391
"54366", 533, 1480, 2013
"16227", 453, 1405, 1858
"63109", 1, 1, 2
"2790", 1, 1, 2
"46380", 1, 0, 1
"57001", 1, 6, 7
"15682", 539, 1995, 2534
"48626", 536, 1598, 2134
"11863", 1, 1, 2
"31248", 538, 1501, 2039
"48049", 488, 1438, 1926
"16788", 442, 1242, 1684
"14973", 1, 5, 6
"22287", 1, 0, 1
"37051", 1, 7, 8
"15098", 1, 0, 1
"23441", 445, 1367, 1812
"36017", 1, 3, 4
"52233", 563, 1772, 2335
"57650", 1, 0, 1
"4190", 1, 1, 2
"997", 551, 1539, 2090
"38751", 424, 1291, 1715
"12059", 500, 1792, 2292
"30142", 521, 1559, 2080
"52942", 1, 7, 8
"35549", 1, 8, 9
"55098", 1, 0, 1
"30062", 482, 1484, 1966
"26884", 1, 0, 1
"7634", 580, 1696, 2276
"38463", 572, 1596, 2168
"62397", 529, 1773, 2302
"18552", 1, 1, 2
"2241", 1, 2, 3
"25848", 1, 0, 1
"28811", 1, 1, 2
"40819", 449, 1299, 1748
"17333", 488, 1341, 1829
"16981", 1, 2, 3
"41508", 604, 1826, 2430
"60906", 506, 1534, 2040
"15092", 1, 9, 10
"61900", 536, 1826, 2362
"25842", 1, 47, 48
"5225", 1, 4, 5
"23159", 1, 5, 6
"40043", 1, 2, 3
"30174", 542, 1592, 2134
"58325", 469, 1376, 1845
"57108", 1, 5, 6
"14405", 1, 0, 1
"11257", 558, 1680, 2238
"26301", 1, 0, 1
"11562", 537, 1908, 2445
"57203", 412, 1189, 1601
"22447", 494, 1470, 1964
"22183", 1, 7, 8
"32888", 1, 0, 1
"38783", 445, 1321, 1766
"49187", 510, 1442, 1952
"35385", 543, 1537, 2080
"57267", 439, 1239, 1678
"1186", 1, 2, 3
"55840", 491, 1383, 1874
"17058", 1, 2, 3
"17458", 1, 5, 6
"53904", 1, 6, 7
"63391", 415, 1242, 1657
"15281", 416, 1134, 1550
"51999", 1, 5, 6
"14074", 1, 0, 1
"54846", 542, 1670, 2212
"58076", 1, 0, 1
"64497", 474, 1347, 1821
"57283", 442, 1246, 1688
"25733", 1, 6, 7
"58117", 1, 19, 20
"22606", 1, 3, 4
"54499", 1, 7, 8
"22928", 505, 1450, 1955
"2472", 633, 2204, 2837
"63251", 1, 9, 10
"13582", 1, 0, 1
"9718", 613, 1808, 2421
"23631", 1, 5, 6
"35673", 434, 1322, 1756
"18215", 449, 1340, 1789
"22639", 1, 0, 1
"51175", 534, 1605, 2139
"31510", 1, 1, 2
"5951", 506, 1691, 2197
"43259", 1, 2, 3
"8660", 640, 2104, 2744
"49059", 449, 1339, 1788
"47697", 459, 1183, 1642
"61133", 1, 4, 5
"58405", 511, 1461, 1972
"20168", 1, 9, 10
"3160", 1, 5, 6
"61339", 511, 1708, 2219
"22976", 534, 1513, 2047
"51317", 1, 2, 3
"7712", 1, 1, 2
"19547", 1, 0, 1
"49107", 477, 1379, 1856
"26118", 488, 1370, 1858
"3169", 1, 11, 12
"11315", 1, 9, 10
"46510", 402, 1129, 1531
"10830", 1, 0, 1
"16935", 1, 0, 1
"10616", 518, 1683, 2201
"53073", 1, 90, 91
"33765", 520, 1543, 2063
"7800", 1, 0, 1
"64096", 600, 1912, 2512
"49399", 1, 30, 31
"63888", 479, 1627, 2106
"49302", 1, 9, 10
"58742", 444, 1363, 1807
"16130", 1, 1, 2
"64000", 546, 1788, 2334
"52634", 447, 1319, 1766
"4721", 1, 0, 1
"8147", 582, 1824, 2406
"17515", 1, 0, 1
"3579", 562, 1689, 2251
"24200", 1, 4, 5
"29677", 545, 1644, 2189
"51475", 1, 0, 1
"30559", 503, 1728, 2231
"62477", 582, 1897, 2479
"24125", 1, 13, 14
"38678", 1, 0, 1
"25209", 1, 2, 3
"26337", 1, 15, 16
"60260", 1, 1, 2
"6015", 543, 1790, 2333
"17397", 520, 1400, 1920
"30094", 496, 1517, 2013
"3216", 1, 6, 7
"25254", 1, 1, 2
"32162", 570, 1882, 2452
"1178", 1, 7, 8
"39408", 638, 2223, 2861
"45388", 1, 1, 2
"49283", 1, 0, 1
"18052", 1, 1, 2
"47680", 455, 1172, 1627
"26952", 425, 1248, 1673
"34101", 1, 2, 3
"24884", 454, 1493, 1947
"45019", 548, 1718, 2266
"12107", 528, 1854, 2382
"13928", 1, 5, 6
"43031", 458, 1269, 1727
"30373", 1, 6, 7
"7859", 1, 2, 3
"45580", 525, 1529, 2054
"24099", 607, 1751, 2358
"62192", 1, 5, 6
"56722", 484, 1598, 2082
"15794", 610, 2187, 2797
"52026", 1, 2, 3
"9817", 1, 4, 5
"45194", 1, 1, 2
"32375", 1, 3, 4
"52650", 463, 1331, 1794
"13197", 564, 1872, 2436
"56093", 1, 3, 4
"49414", 1, 2, 3
"63243", 1, 8, 9
"60874", 482, 1495, 1977
"14319", 641, 2246, 2887
"14426", 1, 3, 4
"16772", 443, 1234, 1677
"12732", 577, 1752, 2329
"38086", 1, 1, 2
"51328", 1, 0, 1
"50909", 1, 7, 8
"37075", 1, 3, 4
"27978", 427, 1282, 1709
"35368", 535, 1520, 2055
"27449", 439, 1408, 1847
"6031", 554, 1806, 2360
"16127", 1, 19, 20
"34166", 444, 1359, 1803
"44570", 623, 2008, 2631
"38489", 1, 0, 1
"9945", 1, 2, 3
"6592", 583, 1899, 2482
"561", 1, 5, 6
"38976", 534, 1508, 2042
"12091", 520, 1837, 2357
"64870", 1, 2, 3
"12512", 1, 17, 18
"17846", 564, 1774, 2338
"42246", 1, 2, 3
"63189", 1, 0, 1
"18279", 486, 1420, 1906
"18629", 1, 0, 1
"10347", 1, 2, 3
"12684", 550, 1690, 2240
"8035", 515, 1680, 2195
"16076", 1, 35, 36
"59864", 500, 1514, 2014
"22135", 1, 6, 7
"48177", 551, 1552, 2103
"60441", 488, 1323, 1811
"49496", 1, 1, 2
"31831", 1, 13, 14
"43177", 1, 5, 6
"63121", 1, 4, 5
"19770", 427, 1203, 1630
"28186", 532, 1485, 2017
"47969", 443, 1353, 1796
"56305", 561, 1735, 2296
"735", 1, 0, 1
"19802", 446, 1226, 1672
"31926", 1, 5, 6
"61499", 611, 1917, 2528
"14961", 1, 3, 4
"61221", 1, 7, 8
"12748", 590, 1780, 2370
"7683", 599, 1754, 2353
"1318", 534, 1809, 2343
"13523", 1, 33, 34
"15933", 1, 0, 1
"38366", 520, 1497, 2017
"10881", 1, 5, 6
"5739", 1, 6, 7
"60345", 440, 1252, 1692
"55482", 1, 2, 3
"11883", 1, 13, 14
"14736", 546, 1736, 2282
"29781", 1, 1, 2
"45484", 478, 1424, 1902
"63455", 442, 1292, 1734
"50229", 617, 1988, 2605
"52884", 1, 0, 1
"54595", 1, 0, 1
"16836", 472, 1281, 1753
"20723", 1, 0, 1
"1744", 1, 0, 1
"40203", 1, 0, 1
"1815", 387, 1079, 1466
"41524", 611, 1850, 2461
"8980", 486, 1658, 2144
"58357", 484, 1404, 1888
"6776", 1, 1, 2
"13133", 529, 1801, 2330
"12363", 1, 0, 1
"6899", 1, 2, 3
"42005", 559, 1728, 2287
"11966", 1, 6, 7
"7170", 670, 2291, 2961
"17734", 497, 1631, 2128
"62309", 1, 2, 3
"1270", 1, 72, 73
"53476", 1, 5, 6
"25028", 539, 1669, 2208
"8280", 1, 4, 5
"56620", 1, 3, 4
"13662", 460, 1371, 1831
"50847", 1, 3, 4
"16597", 1, 0, 1
"24483", 548, 1711, 2259
"2905", 413, 1098, 1511
"2408", 589, 2091, 2680
"45159", 1, 1, 2
"22527", 534, 1543, 2077
"18888", 490, 1381, 1871
"7261", 1, 1, 2
"57682", 1, 2, 3
"19658", 1, 0, 1
"60810", 456, 1427, 1883
"20088", 1, 1, 2
"2536", 677, 2324, 3001
"39760", 385, 1166, 1551
"17830", 555, 1747, 2302
"7426", 1, 1, 2
"8003", 502, 1643, 2145
"54488", 1, 5, 6
"59742", 1, 0, 1
"45596", 530, 1544, 2074
"56105", 1, 3, 4
"2553", 689, 2346, 3035
"50566", 420, 1189, 1609
"22077", 1, 13, 14
"8864", 1, 2, 3
"29885", 1, 1, 2
"9465", 1, 0, 1
"8244", 1, 2, 3
"16307", 487, 1471, 1958
"22383", 464, 1400, 1864
"61665", 1, 4, 5
"50133", 557, 1849, 2406
"9897", 1, 3, 4
"58309", 461, 1367, 1828
"40883", 476, 1351, 1827
"62200", 1, 0, 1
"1494", 637, 2060, 2697
"22479", 509, 1489, 1998
"12899", 1, 11, 12
"26756", 1, 6, 7
"20066", 1, 1, 2
"4380", 439, 1372, 1811
"56176", 475, 1562, 2037
"46815", 1, 8, 9
"14335", 650, 2267, 2917
"5365", 1, 4, 5
"1414", 586, 1945, 2531
"25445", 425, 1280, 1705
"50405", 1, 8, 9
"19698", 1, 0, 1
"21998", 527, 1547, 2074
"21215", 1, 1, 2
"62509", 602, 1937, 2539
"4605", 544, 1591, 2135
"62365", 512, 1728, 2240
"62292", 1, 1, 2
"18092", 1, 2, 3
"13552", 1, 5, 6
"56321", 558, 1751, 2309
"52500", 1, 1, 2
"35583", 1, 0, 1
"44955", 506, 1648, 2154
"29843", 1, 0, 1
"12171", 568, 1938, 2506
"340", 478, 1482, 1960
"56786", 519, 1673, 2192
"30935", 1, 0, 1
"62541", 617, 1977, 2594
